"Year","Month","Day","Hour","Temperature","Dew Point","Relative Humidity","Wind Speed","
"
"2020","2","1","0","-7.9","-9.4","89","3"
"2020","2","1","1","-9","-10.1","92","1"
"2020","2","1","2","-10.3","-11.1","94","1"
"2020","2","1","3","-11.8","-12.7","93","1"
"2020","2","1","4","-11.9","-12.9","92","0"
"2020","2","1","5","-10.1","-11.5","90","0"
"2020","2","1","6","-9.4","-10.7","91","3"
"2020","2","1","7","-10.1","-11.2","92","3"
"2020","2","1","8","-11.7","-13.2","89","1"
"2020","2","1","9","-8.2","-9.6","90","3"
"2020","2","1","10","-7","-8.5","89","0"
"2020","2","1","11","-5.9","-8.1","84","1"
"2020","2","1","12","-4.4","-7.1","81","7"
"2020","2","1","13","-2.8","-6.7","75","1"
"2020","2","1","14","-2.5","-6.1","76","4"
"2020","2","1","15","-2.1","-5.9","75","0"
"2020","2","1","16","-1.4","-6.2","70","3"
"2020","2","1","17","-3.9","-6","85","0"
"2020","2","1","18","-4.8","-7.1","84","6"
"2020","2","1","19","-5","-7","85","5"
"2020","2","1","20","-6.1","-7.9","87","4"
"2020","2","1","21","-6.8","-7.8","93","4"
"2020","2","1","22","-6.7","-8.1","89","5"
"2020","2","1","23","-6.5","-7.8","91","4"
"2020","2","2","0","-6.6","-7.8","91","3"
"2020","2","2","1","-6.6","-8","90","5"
"2020","2","2","2","-6.3","-7.6","91","5"
"2020","2","2","3","-6.3","-7.5","91","4"
"2020","2","2","4","-6.4","-7.7","91","7"
"2020","2","2","5","-6.5","-7.7","91","5"
"2020","2","2","6","-7","-8.3","91","5"
"2020","2","2","7","-6.5","-7.8","90","5"
"2020","2","2","8","-6.4","-7.7","90","7"
"2020","2","2","9","-6","-7.3","90","6"
"2020","2","2","10","-5.4","-6.8","90","7"
"2020","2","2","11","-4.7","-6.1","90","7"
"2020","2","2","12","-4.1","-5.7","88","5"
"2020","2","2","13","-2.9","-5","85","5"
"2020","2","2","14","-2.1","-4.5","84","5"
"2020","2","2","15","-1.5","-4.4","81","2"
"2020","2","2","16","-1.8","-4.3","83","4"
"2020","2","2","17","-2.6","-4.5","86","3"
"2020","2","2","18","-3.4","-5","89","8"
"2020","2","2","19","-4.9","-6.1","91","4"
"2020","2","2","20","-4.8","-5.4","95","6"
"2020","2","2","21","-4.2","-4.9","95","6"
"2020","2","2","22","-4","-4.6","96","7"
"2020","2","2","23","-3.8","-4.4","95","5"
"2020","2","3","0","-3.5","-4.3","94","7"
"2020","2","3","1","-3.5","-4.4","93","2"
"2020","2","3","2","-3.5","-4.5","93","1"
"2020","2","3","3","-3.5","-4.4","93","2"
"2020","2","3","4","-3.7","-4.5","94","1"
"2020","2","3","5","-4.4","-5.1","95","6"
"2020","2","3","6","-4.5","-5.2","94","0"
"2020","2","3","7","-4.7","-5.3","96","0"
"2020","2","3","8","-6.5","-7.1","96","3"
"2020","2","3","9","-4","-4.7","95","4"
"2020","2","3","10","0.6","-1.4","86","13"
"2020","2","3","11","1.5","-1.3","82","13"
"2020","2","3","12","2.5","-0.9","78","18"
"2020","2","3","13","3.5","-2.2","66","17"
"2020","2","3","14","3.7","-2.6","63","19"
"2020","2","3","15","3.3","-2.2","67","21"
"2020","2","3","16","3.7","-3.4","60","18"
"2020","2","3","17","2.7","-4.1","61","13"
"2020","2","3","18","0.7","-4.2","70","5"
"2020","2","3","19","-2","-4.8","81","0"
"2020","2","3","20","-2.7","-5","84","2"
"2020","2","3","21","-3.6","-5.1","90","2"
