Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 0:00,2007,1,1,0:00,-3.5,,-3.5,,100,,8,,17,,,,100.48,,,,-9,,NA
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 1:00,2007,1,1,1:00,-2.9,,-2.9,,100,,8,,6,,,,100.27,,,,-5,,NA
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 2:00,2007,1,1,2:00,-2.4,,-2.4,,100,,8,,4,,,,100.12,,,,-4,,NA
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 3:00,2007,1,1,3:00,-1.4,,-1.4,,100,,9,,2,,,,100.02,,,,-2,,NA
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 4:00,2007,1,1,4:00,-1,,-1,,100,,,,0,,,,99.9,,,,,,NA
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 5:00,2007,1,1,5:00,-0.6,,-0.6,,100,,,,0,,,,99.87,,,,,,NA
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 6:00,2007,1,1,6:00,0,,0,,100,,,,0,,,,99.81,,,,,,NA
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 7:00,2007,1,1,7:00,0.3,,0.3,,100,,,,0,,,,99.82,,,,,,NA
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 8:00,2007,1,1,8:00,0.9,,0.9,,100,,,,0,,,,99.76,,,,,,NA
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 9:00,2007,1,1,9:00,2.3,,2.3,,100,,16,,15,,,,99.74,,,,,,NA
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 10:00,2007,1,1,10:00,2.8,,2.8,,100,,16,,9,,,,99.73,,,,,,NA
-75.72,45.38,OTTAWA CDA RCS,6105978,01/01/2007 11:00,2007,1,1,11:00,4.5,,4.5,,100,,18,,11,,,,99.68,,,,,,NA
