\\Hourly Nodal Prices Report,,,,,,,,,,,,,,,,
\\Created at 2020-02-28 08:01:10,,,,,,,,,,,,,,,,
\\For 2020,,,,,,,,,,,,,,,,
Zones,,Reference,North West,North West,North West,North East,North East,North East,Ottawa,East,Toronto,Essa,Bruce,South West,Niagara,West
Date,Hour,Richview,Atikokan,Pineportage,Thunderbay,Andrews,Canyon,NPIroqfalls,TAOHSC,Saunders,Darlington,Desjoachims,BruceB,GerdauCam,BECK2,Greenfield
2020-01-02,20,0.00,1.05,4.85,0.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,21,0.00,1.05,5.26,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,22,0.00,1.05,4.40,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-02,24,0.00,0.00,3.42,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-03,1,-0.10,-0.08,0.33,-0.08,0.00,-0.10,-0.09,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10,-0.10
2020-01-03,2,-1.61,-0.29,4.87,-1.39,-0.09,-1.57,-1.54,-1.61,-1.60,-1.61,-1.60,-1.57,-1.61,-1.58,-1.61
2020-01-03,3,-2.31,-1.94,-1.90,-2.00,-2.14,-2.25,-2.21,-2.31,-2.29,-2.31,-2.29,-2.25,-2.31,-2.27,-2.31
2020-01-03,4,-1.50,-1.26,-1.23,-1.30,-1.39,-1.46,-1.43,-1.50,-1.49,-1.50,-1.49,-1.46,-1.50,-1.47,-1.50
2020-01-03,5,0.00,0.00,3.59,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-03,6,2.50,2.10,2.05,2.16,2.32,2.43,2.38,2.50,2.48,2.50,2.48,2.43,2.50,2.45,2.50
2020-01-03,7,2.01,2.91,6.80,1.73,3.03,1.95,1.92,2.01,1.99,2.01,1.99,1.95,2.01,1.97,2.01
2020-01-03,8,7.65,6.43,4.00,6.59,7.08,7.43,7.29,7.65,7.57,7.65,7.57,7.43,7.65,7.50,7.65
2020-01-03,9,13.93,11.74,6.52,12.01,12.90,13.53,13.27,13.93,13.80,13.93,13.80,13.53,13.93,13.66,13.93
2020-01-03,10,11.99,10.09,6.70,10.33,11.10,11.64,11.42,11.99,11.87,11.99,11.87,11.64,11.99,11.75,11.99
2020-01-03,11,41.70,35.41,6.65,35.94,38.61,40.48,39.71,41.70,41.28,41.70,41.28,40.48,41.70,40.88,41.70
2020-01-03,12,22.26,18.73,6.65,19.19,20.61,21.61,21.20,22.26,22.04,22.26,22.04,21.61,22.26,21.82,22.26
2020-01-03,13,22.38,18.90,6.65,19.30,20.72,21.73,21.32,22.38,22.16,22.38,22.16,21.73,22.38,21.95,22.38
2020-01-03,14,20.52,17.30,6.65,17.69,19.00,19.93,19.54,20.52,20.32,20.52,20.32,19.93,20.52,20.12,20.52
2020-01-03,15,15.98,13.47,6.65,13.77,14.80,15.51,15.22,15.98,15.82,15.98,15.82,15.51,15.98,15.66,15.98
2020-01-03,16,14.70,12.38,6.65,12.67,13.61,14.27,14.00,14.70,14.55,14.70,14.55,14.27,14.70,14.41,14.70
2020-01-03,17,17.88,15.05,6.65,15.41,16.55,17.36,17.03,17.88,17.70,17.88,17.70,17.36,17.88,17.52,17.88
2020-01-03,18,17.34,14.62,6.65,14.95,16.05,16.83,16.51,17.34,17.17,17.34,17.17,16.83,17.34,17.00,17.34
2020-01-03,19,14.74,12.42,6.65,12.71,13.65,14.31,14.04,14.74,14.60,14.74,14.60,14.31,14.74,14.45,14.74
2020-01-03,20,14.02,11.81,6.52,12.09,12.98,13.61,13.35,14.02,13.88,14.02,13.88,13.61,14.02,13.74,14.02
2020-01-03,21,17.30,14.56,6.65,14.91,16.02,16.79,16.48,17.30,17.13,17.30,17.13,16.79,17.30,16.96,17.30
2020-01-03,22,13.40,11.26,10.98,11.55,12.40,13.01,12.76,13.40,13.26,13.40,13.26,13.01,13.40,13.13,13.40
2020-01-03,23,13.20,11.09,10.82,11.38,12.22,12.81,12.57,13.20,13.07,13.20,13.07,12.81,13.20,12.94,13.20
2020-01-03,24,8.14,6.84,206.92,7.02,53.01,7.90,7.75,8.14,8.06,8.14,8.06,7.90,8.14,7.98,8.14
2020-01-04,1,16.52,13.88,13.54,14.24,15.30,16.04,15.73,16.52,16.36,16.52,16.36,16.04,16.52,16.20,16.52
2020-01-04,2,14.72,12.37,12.06,12.69,13.63,14.29,14.02,14.72,14.57,14.72,14.57,14.29,14.72,14.43,14.72
2020-01-04,3,8.85,7.44,7.25,7.62,8.19,8.59,8.42,8.85,8.76,8.85,8.76,8.59,8.85,8.67,8.85
2020-01-04,4,14.65,12.31,12.01,12.63,13.56,14.22,13.95,14.65,14.50,14.65,14.50,14.22,14.65,14.36,14.65
2020-01-04,5,14.64,12.30,12.00,12.62,13.56,14.21,13.94,14.64,14.50,14.64,14.50,14.21,14.64,14.35,14.64
2020-01-04,6,15.68,13.21,6.65,13.52,14.52,15.22,14.94,15.68,15.53,15.68,15.53,15.22,15.68,15.37,15.68
2020-01-04,7,14.71,12.39,6.65,12.68,13.62,14.28,14.01,14.71,14.57,14.71,14.57,14.28,14.71,14.42,14.71
2020-01-04,8,13.71,11.53,6.74,11.82,12.70,13.31,13.06,13.71,13.58,13.71,13.58,13.31,13.71,13.44,13.71
2020-01-04,9,14.63,12.32,6.65,12.61,13.55,14.20,13.93,14.63,14.49,14.63,14.49,14.20,14.63,14.34,14.63
2020-01-04,10,14.56,12.26,6.65,12.55,13.48,14.14,13.87,14.56,14.42,14.56,14.42,14.14,14.56,14.28,14.56
2020-01-04,11,18.85,15.89,6.65,16.25,17.45,18.30,17.95,18.85,18.66,18.85,18.66,18.30,18.85,18.48,18.85
2020-01-04,12,14.08,11.86,6.65,12.14,13.04,13.67,13.41,14.08,13.94,14.08,13.94,13.67,14.08,13.80,14.08
2020-01-04,13,13.65,11.47,11.19,11.76,12.64,13.25,13.00,13.65,13.51,13.65,13.51,13.25,13.65,13.38,13.65
2020-01-04,14,18.07,15.19,14.82,15.58,16.73,17.55,17.21,18.07,17.90,18.07,17.90,17.55,18.07,17.72,18.07
2020-01-04,15,8.26,28.39,32.24,7.12,13.43,8.02,7.87,8.26,8.18,8.26,8.18,8.02,8.26,8.10,8.26
2020-01-04,16,5.87,5.33,5.47,5.06,5.59,5.70,5.59,5.87,5.81,5.87,5.81,5.70,5.87,5.75,5.87
2020-01-04,17,2.47,3.19,4.92,2.13,2.94,2.39,2.35,2.47,2.44,2.47,2.44,2.39,2.47,2.42,2.47
2020-01-04,18,11.82,9.93,6.30,10.19,10.95,11.48,11.26,11.82,11.71,11.82,11.71,11.48,11.82,11.59,11.82
2020-01-04,19,9.38,7.90,5.79,8.08,8.68,9.10,8.93,9.38,9.28,9.38,9.28,9.10,9.38,9.19,9.38
2020-01-04,20,13.60,11.45,6.65,11.72,12.59,13.20,12.95,13.60,13.46,13.60,13.46,13.20,13.60,13.33,13.60
2020-01-04,21,13.73,11.56,6.65,11.84,12.71,13.33,13.08,13.73,13.60,13.73,13.60,13.33,13.73,13.46,13.73
2020-01-04,22,15.35,12.97,6.89,13.23,14.21,14.90,14.62,15.35,15.19,15.35,15.19,14.90,15.35,15.04,15.35
2020-01-04,23,4.39,3.71,2.48,3.78,4.06,4.26,4.18,4.39,4.35,4.39,4.35,4.26,4.39,4.30,4.39
2020-01-04,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-05,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-05,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-05,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-05,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-05,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-05,6,1.74,1.46,1.43,1.50,1.61,1.69,1.66,1.74,1.72,1.74,1.72,1.69,1.74,1.71,1.74
2020-01-05,7,0.97,0.82,0.80,0.84,0.90,0.94,0.93,0.97,0.96,0.97,0.96,0.94,0.97,0.95,0.97
2020-01-05,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-05,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-05,10,3.53,2.96,2.89,3.04,3.26,3.42,3.36,3.53,3.49,3.53,3.49,3.42,3.53,3.46,3.53
2020-01-05,11,7.02,5.90,5.38,6.05,6.50,6.81,6.68,7.02,6.95,7.02,6.95,6.81,7.02,6.88,7.02
2020-01-05,12,5.74,4.82,4.33,4.95,5.31,5.57,5.47,5.74,5.68,5.74,5.68,5.57,5.74,5.63,5.74
2020-01-05,13,1.52,1.28,1.25,1.31,1.41,1.47,1.45,1.52,1.50,1.52,1.50,1.47,1.52,1.49,1.52
2020-01-05,14,6.56,6.21,6.17,5.65,6.25,6.37,6.25,6.56,6.49,6.56,6.49,6.37,6.56,6.43,6.56
2020-01-05,15,6.82,5.73,5.73,5.88,6.35,6.62,6.50,6.82,6.75,6.82,6.75,6.62,6.82,6.69,6.82
2020-01-05,16,3.49,2.93,3.26,3.01,3.32,3.39,3.33,3.49,3.46,3.49,3.46,3.39,3.49,3.42,3.49
2020-01-05,17,1.52,2.34,5.26,1.31,2.32,1.47,1.45,1.52,1.50,1.52,1.50,1.47,1.52,1.49,1.52
2020-01-05,18,13.26,11.16,6.65,11.43,12.28,12.87,12.63,13.26,13.13,13.26,13.13,12.87,13.26,13.00,13.26
2020-01-05,19,13.08,11.02,6.58,11.27,12.11,12.70,12.46,13.08,12.95,13.08,12.95,12.70,13.08,12.82,13.08
2020-01-05,20,10.25,8.64,6.15,8.83,9.49,9.95,9.76,10.25,10.15,10.25,10.15,9.95,10.25,10.05,10.25
2020-01-05,21,9.98,8.39,8.18,8.60,9.24,9.69,9.50,9.98,9.88,9.98,9.88,9.69,9.98,9.78,9.98
2020-01-05,22,6.77,5.69,5.55,5.84,6.27,6.57,6.45,6.77,6.70,6.77,6.70,6.57,6.77,6.64,6.77
2020-01-05,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-05,24,0.99,0.83,0.81,0.85,0.92,0.96,0.94,0.99,0.98,0.99,0.98,0.96,0.99,0.97,0.99
2020-01-06,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,4,0.00,0.00,1.97,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,7,0.48,0.40,2.37,0.42,0.89,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.48,0.47,0.48
2020-01-06,8,10.88,9.14,5.32,9.38,10.07,10.56,10.36,10.88,10.77,10.88,10.77,10.56,10.88,10.66,10.88
2020-01-06,9,7.92,6.67,5.60,6.83,7.33,7.69,7.54,7.92,7.84,7.92,7.84,7.69,7.92,7.76,7.92
2020-01-06,10,7.61,6.41,5.35,6.56,7.04,7.38,7.24,7.61,7.53,7.61,7.53,7.38,7.61,7.46,7.61
2020-01-06,11,6.06,5.09,4.97,5.22,5.61,5.88,5.77,6.06,6.00,6.06,6.00,5.88,6.06,5.94,6.06
2020-01-06,12,2.48,2.08,2.03,2.14,2.29,2.41,2.36,2.48,2.45,2.48,2.45,2.41,2.48,2.43,2.48
2020-01-06,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,17,2.94,2.47,2.41,2.54,2.73,2.86,2.80,2.94,2.92,2.94,2.92,2.86,2.94,2.89,2.94
2020-01-06,18,11.87,9.98,6.17,10.23,10.99,11.52,11.31,11.87,11.75,11.87,11.75,11.52,11.87,11.64,11.87
2020-01-06,19,0.49,0.41,0.40,0.42,0.45,0.48,0.47,0.49,0.48,0.49,0.48,0.48,0.49,0.48,0.49
2020-01-06,20,5.53,4.64,4.53,4.77,5.12,5.36,5.26,5.53,5.47,5.53,5.47,5.36,5.53,5.42,5.53
2020-01-06,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,22,0.48,0.40,0.39,0.42,0.45,0.47,0.46,0.48,0.48,0.48,0.48,0.47,0.48,0.47,0.48
2020-01-06,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-06,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,4,2.02,1.70,1.66,1.74,1.87,1.96,1.93,2.02,2.00,2.02,2.00,1.96,2.02,1.98,2.02
2020-01-07,5,2.48,2.08,2.03,2.14,2.30,2.41,2.36,2.48,2.45,2.48,2.45,2.41,2.48,2.43,2.48
2020-01-07,6,9.18,7.72,5.75,7.92,8.50,8.91,8.74,9.18,9.09,9.18,9.09,8.91,9.18,9.00,9.18
2020-01-07,7,8.12,6.83,4.42,7.00,7.52,7.88,7.73,8.12,8.04,8.12,8.04,7.88,8.12,7.96,8.12
2020-01-07,8,19.15,16.12,6.65,16.51,17.73,18.59,18.24,19.15,18.96,19.15,18.96,18.59,19.15,18.77,19.15
2020-01-07,9,15.95,13.43,6.65,13.75,14.77,15.48,15.19,15.95,15.79,15.95,15.79,15.48,15.95,15.63,15.95
2020-01-07,10,11.86,9.99,6.16,10.22,10.98,11.51,11.30,11.86,11.74,11.86,11.74,11.51,11.86,11.63,11.86
2020-01-07,11,14.67,12.36,6.65,12.65,13.58,14.24,13.97,14.67,14.53,14.67,14.53,14.24,14.67,14.38,14.67
2020-01-07,12,14.66,12.32,12.02,12.64,13.57,14.23,13.96,14.66,14.52,14.66,14.52,14.23,14.66,14.37,14.66
2020-01-07,13,6.73,5.65,5.51,5.80,6.23,6.53,6.41,6.73,6.66,6.73,6.66,6.53,6.73,6.60,6.73
2020-01-07,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,18,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,20,1.48,1.24,1.61,1.28,1.46,1.44,1.41,1.48,1.47,1.48,1.47,1.44,1.48,1.45,1.48
2020-01-07,21,0.00,0.00,3.19,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-07,23,0.49,0.41,0.40,0.42,0.45,0.47,0.46,0.49,0.48,0.49,0.48,0.47,0.49,0.48,0.49
2020-01-07,24,0.51,0.42,0.41,0.44,0.47,0.49,0.48,0.51,0.50,0.51,0.50,0.49,0.51,0.50,0.51
2020-01-08,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,8,12.12,10.18,9.93,10.45,11.22,11.76,11.54,12.12,12.00,12.12,12.00,11.76,12.12,11.88,12.12
2020-01-08,9,7.34,6.17,6.02,6.33,6.80,7.13,6.99,7.34,7.27,7.34,7.27,7.13,7.34,7.20,7.34
2020-01-08,10,2.50,2.10,2.05,2.16,2.32,2.43,2.38,2.50,2.48,2.50,2.48,2.43,2.50,2.45,2.50
2020-01-08,11,0.59,0.50,0.49,0.51,0.55,0.58,0.57,0.59,0.59,0.59,0.59,0.58,0.59,0.58,0.59
2020-01-08,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-08,17,0.51,0.42,0.41,0.44,0.47,0.49,0.48,0.51,0.50,0.51,0.50,0.49,0.51,0.50,0.51
2020-01-08,18,9.14,7.74,4.69,7.88,8.46,8.87,8.71,9.14,9.05,9.14,9.05,8.87,9.14,8.96,9.14
2020-01-08,19,43.48,37.14,6.65,37.48,40.26,42.22,41.41,43.48,43.05,43.48,43.05,42.22,43.48,42.63,43.48
2020-01-08,20,38.44,32.82,6.65,33.14,35.59,37.32,36.61,38.44,38.06,38.44,38.06,37.32,38.44,37.69,38.44
2020-01-08,21,42.90,36.05,35.17,36.98,39.73,41.65,40.86,42.90,42.48,42.90,42.48,41.65,42.90,42.06,42.90
2020-01-08,22,13.75,11.56,11.27,11.86,12.73,13.35,13.10,13.75,13.62,13.75,13.62,13.35,13.75,13.48,13.75
2020-01-08,23,23.22,19.51,19.03,20.01,21.50,22.54,22.11,23.22,22.99,23.22,22.99,22.54,23.22,22.76,23.22
2020-01-08,24,20.84,17.51,17.08,17.96,19.29,20.23,19.85,20.84,20.63,20.84,20.63,20.23,20.84,20.43,20.84
2020-01-09,1,13.73,11.63,6.65,11.83,12.71,13.33,13.07,13.73,13.59,13.73,13.59,13.33,13.73,13.46,13.73
2020-01-09,2,14.82,12.57,6.65,12.78,13.72,14.39,14.12,14.82,14.68,14.82,14.68,14.39,14.82,14.53,14.82
2020-01-09,3,14.18,12.03,6.65,12.23,13.13,13.77,13.51,14.18,14.05,14.18,14.05,13.77,14.18,13.91,14.18
2020-01-09,4,14.27,12.10,6.65,12.30,13.21,13.85,13.59,14.27,14.13,14.27,14.13,13.85,14.27,13.99,14.27
2020-01-09,5,14.64,12.41,6.65,12.62,13.55,14.21,13.94,14.64,14.49,14.64,14.49,14.21,14.64,14.35,14.64
2020-01-09,6,4.53,3.81,3.71,3.90,4.19,4.39,4.31,4.53,4.48,4.53,4.48,4.39,4.53,4.44,4.53
2020-01-09,7,1.49,1.25,1.22,1.29,1.38,1.45,1.42,1.49,1.48,1.49,1.48,1.45,1.49,1.46,1.49
2020-01-09,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-09,9,1.50,1.26,1.23,1.29,1.39,1.46,1.43,1.50,1.49,1.50,1.49,1.46,1.50,1.47,1.50
2020-01-09,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-09,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-09,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-09,13,0.61,0.52,0.50,0.53,0.57,0.60,0.58,0.61,0.61,0.61,0.61,0.60,0.61,0.60,0.61
2020-01-09,14,8.90,7.50,5.80,7.67,8.24,8.64,8.48,8.90,8.81,8.90,8.81,8.64,8.90,8.72,8.90
2020-01-09,15,23.92,20.12,6.65,20.62,22.14,23.22,22.78,23.92,23.68,23.92,23.68,23.22,23.92,23.45,23.92
2020-01-09,16,13.66,11.51,6.65,11.78,12.65,13.26,13.01,13.66,13.53,13.66,13.53,13.26,13.66,13.39,13.66
2020-01-09,17,7.14,6.00,4.36,6.15,6.61,6.93,6.80,7.14,7.06,7.14,7.06,6.93,7.14,7.00,7.14
2020-01-09,18,42.88,36.04,6.23,36.97,39.71,41.63,40.84,42.88,42.46,42.88,42.46,41.63,42.88,42.04,42.88
2020-01-09,19,27.25,23.16,6.65,23.49,25.23,26.46,25.96,27.25,26.99,27.25,26.99,26.46,27.25,26.72,27.25
2020-01-09,20,26.68,22.63,6.65,23.00,24.70,25.90,25.41,26.68,26.41,26.68,26.41,25.90,26.68,26.15,26.68
2020-01-09,21,17.18,14.53,6.56,14.81,15.91,16.68,16.37,17.18,17.02,17.18,17.02,16.68,17.18,16.85,17.18
2020-01-09,22,4.36,3.66,3.57,3.76,4.04,4.23,4.15,4.36,4.32,4.36,4.32,4.23,4.36,4.27,4.36
2020-01-09,23,1.00,0.84,0.82,0.86,0.93,0.97,0.95,1.00,0.99,1.00,0.99,0.97,1.00,0.98,1.00
2020-01-09,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-10,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-10,8,2.70,2.27,2.21,2.33,2.50,2.62,2.57,2.70,2.67,2.70,2.67,2.62,2.70,2.65,2.70
2020-01-10,9,8.95,7.53,5.84,7.71,8.28,8.69,8.52,8.95,8.86,8.95,8.86,8.69,8.95,8.77,8.95
2020-01-10,10,1.65,1.39,1.36,1.43,1.53,1.61,1.57,1.65,1.64,1.65,1.64,1.61,1.65,1.62,1.65
2020-01-10,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-10,12,7.07,5.94,5.42,6.09,6.55,6.86,6.73,7.07,7.00,7.07,7.00,6.86,7.07,6.93,7.07
2020-01-10,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020-01-10,14,1.53,1.28,1.25,1.32,1.41,1.48,1.45,1.53,1.51,1.53,1.51,1.48,1.53,1.50,1.53
2020-01-10,15,3.53,2.96,2.89,3.04,3.26,3.42,3.36,3.53,3.49,3.53,3.49,3.42,3.53,3.46,3.53
2020-01-10,16,11.78,9.90,5.40,10.15,10.90,11.43,11.22,11.78,11.66,11.78,11.66,11.43,11.78,11.54,11.78
2020-01-10,17,37.55,31.58,6.65,32.37,34.77,36.46,35.76,37.55,37.18,37.55,37.18,36.46,37.55,36.81,37.55
2020-01-10,18,14.47,12.18,6.65,12.47,13.40,14.05,13.78,14.47,14.33,14.47,14.33,14.05,14.47,14.18,14.47
2020-01-10,19,6.27,5.27,5.14,5.40,5.81,6.09,5.97,6.27,6.21,6.27,6.21,6.09,6.27,6.15,6.27
2020-01-10,20,6.10,5.13,5.00,5.26,5.65,5.92,5.81,6.10,6.04,6.10,6.04,5.92,6.10,5.98,6.10
2020-01-10,21,4.03,3.38,3.30,3.47,3.73,3.91,3.83,4.03,3.99,4.03,3.99,3.91,4.03,3.95,4.03
2020-01-10,22,11.90,10.01,6.35,10.26,11.02,11.56,11.34,11.90,11.79,11.90,11.79,11.56,11.90,11.67,11.90
2020-01-10,23,27.08,23.09,6.43,23.35,25.08,26.29,25.79,27.08,26.81,27.08,26.81,26.29,27.08,26.55,27.08
2020-01-10,24,2.76,2.31,1.51,2.37,2.55,2.67,2.62,2.76,2.73,2.76,2.73,2.67,2.76,2.70,2.76
2020-01-11,1,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02
